"","Date","Year","Month","ADM1_PCODE","Pop0_19","cases0_19","pred.mean","pred.median","pred.lci","pred.uci"
"476",2016-08-01,2016,8,"PE17",61776,1,1.153,0,0,6
"477",2016-08-01,2016,8,"PE20",738144,88,552.488,253,2,2840.525
"478",2016-08-01,2016,8,"PE22",342603,6,32.624,15,0,184.125
"479",2016-08-01,2016,8,"PE24",87342,24,28.956,16,0,135.05
"480",2016-08-01,2016,8,"PE25",235480,4,32.253,16,0,154.1
"481",2016-09-01,2016,9,"PE16",446868,22,18.895,11,0,99.025
"482",2016-09-01,2016,9,"PE17",61776,3,1.395,1,0,7
"483",2016-09-01,2016,9,"PE20",738144,56,350.755,162.5,2,1962.675
"484",2016-09-01,2016,9,"PE22",342603,7,27.847,14,0,141.025
"485",2016-09-01,2016,9,"PE24",87342,34,21.855,11,0,105
"486",2016-09-01,2016,9,"PE25",235480,9,44.498,21.5,0,240.1
"487",2016-10-01,2016,10,"PE16",446868,46,28.413,15,0,127.025
"488",2016-10-01,2016,10,"PE17",61776,2,2.66,1,0,13
"489",2016-10-01,2016,10,"PE20",738144,57,299.592,133.5,1,1731.35
"490",2016-10-01,2016,10,"PE22",342603,4,35.746,16,0,175.025
"491",2016-10-01,2016,10,"PE24",87342,21,14.724,8,0,70.05
"492",2016-10-01,2016,10,"PE25",235480,15,80.36,39,0,394
"493",2016-11-01,2016,11,"PE16",446868,58,56.046,29.5,0,255.025
"494",2016-11-01,2016,11,"PE17",61776,4,5.759,3,0,26
"495",2016-11-01,2016,11,"PE20",738144,42,282.82,130.5,2,1387.65
"496",2016-11-01,2016,11,"PE22",342603,18,41.705,18,0,220.025
"497",2016-11-01,2016,11,"PE24",87342,6,14.8,8,0,72
"498",2016-11-01,2016,11,"PE25",235480,28,201.616,100,0.975000000000001,1075.35
"499",2016-12-01,2016,12,"PE16",446868,32,88.472,48.5,0,428.175
"500",2016-12-01,2016,12,"PE17",61776,5,5.691,3,0,26.025
"501",2016-12-01,2016,12,"PE20",738144,39,290.99,142,2,1490.025
"502",2016-12-01,2016,12,"PE22",342603,9,60.55,28,0,307.15
"503",2016-12-01,2016,12,"PE24",87342,1,12.796,7,0,62
"504",2016-12-01,2016,12,"PE25",235480,58,259.161,122,1,1371.1
"505",2017-01-01,2017,1,"PE16",446868,54,84.897,44,0,379.075
"506",2017-01-01,2017,1,"PE17",61776,7,10.35,6,0,50.025
"507",2017-01-01,2017,1,"PE20",738144,85,588.801,291,3.975,2950.875
"508",2017-01-01,2017,1,"PE22",342603,24,67.054,32,0,354.075
"509",2017-01-01,2017,1,"PE24",87342,23,28.467,15,0,136.05
"510",2017-01-01,2017,1,"PE25",235480,101,102.907,48.5,0,501.1
"511",2017-02-01,2017,2,"PE16",446868,30,66.971,37,0,333.05
"512",2017-02-01,2017,2,"PE17",61776,8,7.394,4,0,34
"513",2017-02-01,2017,2,"PE20",738144,309,1010.297,507.5,5,4778.675
"514",2017-02-01,2017,2,"PE22",342603,15,69.209,34,0,393.624999999999
"515",2017-02-01,2017,2,"PE24",87342,37,48.494,25,0,247.025
"516",2017-02-01,2017,2,"PE25",235480,48,71.537,34.5,0,353.1
"517",2017-03-01,2017,3,"PE16",446868,21,52.728,30,0,233.125
"518",2017-03-01,2017,3,"PE17",61776,6,7.195,4,0,33
"519",2017-03-01,2017,3,"PE20",738144,1153,1860.674,897.5,10,9476.1
"520",2017-03-01,2017,3,"PE22",342603,19,63.766,28,0,357.1
"521",2017-03-01,2017,3,"PE24",87342,79,70.978,40,0,338.025
"522",2017-03-01,2017,3,"PE25",235480,24,42.184,22,0,203.1
"523",2017-04-01,2017,4,"PE16",446868,21,35.56,18,0,162.075
"524",2017-04-01,2017,4,"PE17",61776,9,6.848,4,0,32.025
"525",2017-04-01,2017,4,"PE20",738144,5337,2405.398,1286.5,13.975,12035.75
"526",2017-04-01,2017,4,"PE22",342603,12,42.024,18,0,216
"527",2017-04-01,2017,4,"PE24",87342,433,69.405,38,0,306.025
"528",2017-04-01,2017,4,"PE25",235480,14,29.448,15,0,131.125
"529",2017-05-01,2017,5,"PE16",446868,18,29.828,17,0,150.125
"530",2017-05-01,2017,5,"PE17",61776,8,5.148,3,0,26.025
"531",2017-05-01,2017,5,"PE20",738144,3365,2383.881,1123.5,18.975,11189.225
"532",2017-05-01,2017,5,"PE22",342603,16,35.043,18,0,177.05
"533",2017-05-01,2017,5,"PE24",87342,300,111.514,63,1,502.225
"534",2017-05-01,2017,5,"PE25",235480,4,24.518,12,0,123.1
"535",2017-06-01,2017,6,"PE16",446868,9,21.844,12,0,102.025
"536",2017-06-01,2017,6,"PE17",61776,15,3.34,2,0,16
"537",2017-06-01,2017,6,"PE20",738144,1219,1751.445,883.5,17.975,8463.075
"538",2017-06-01,2017,6,"PE22",342603,15,32.538,15,0,185.1
"539",2017-06-01,2017,6,"PE24",87342,218,117.109,70,0,590.025
"540",2017-06-01,2017,6,"PE25",235480,6,19.212,10,0,89.025
"541",2017-07-01,2017,7,"PE16",446868,22,12.989,7,0,56.025
"542",2017-07-01,2017,7,"PE17",61776,17,1.997,1,0,10
"543",2017-07-01,2017,7,"PE20",738144,429,946.826,473,6.95,4435.775
"544",2017-07-01,2017,7,"PE22",342603,13,33.194,16,0,166.2
"545",2017-07-01,2017,7,"PE24",87342,95,91.32,49,0,423
"546",2017-07-01,2017,7,"PE25",235480,8,18.684,9,0,91
"547",2017-08-01,2017,8,"PE16",446868,8,12.811,7,0,62
"548",2017-08-01,2017,8,"PE17",61776,4,1.913,1,0,9
"549",2017-08-01,2017,8,"PE20",738144,95,752.956,371,6.975,3603.725
"550",2017-08-01,2017,8,"PE22",342603,9,33.857,16,0,188.1
"551",2017-08-01,2017,8,"PE24",87342,34,65.282,35,0,304
"552",2017-08-01,2017,8,"PE25",235480,1,19.16,10,0,96
"553",2017-09-01,2017,9,"PE16",446868,24,12.785,7,0,59.025
"554",2017-09-01,2017,9,"PE17",61776,15,2.044,1,0,10
"555",2017-09-01,2017,9,"PE20",738144,77,560.66,251,4,2806.55
"556",2017-09-01,2017,9,"PE22",342603,4,33.472,16,0,175.275
"557",2017-09-01,2017,9,"PE24",87342,51,44.643,23,0,213.1
"558",2017-09-01,2017,9,"PE25",235480,5,26.134,14,0,130.075
"559",2017-10-01,2017,10,"PE16",446868,29,20.799,11,0,95.1249999999999
"560",2017-10-01,2017,10,"PE17",61776,9,4.964,3,0,23
"561",2017-10-01,2017,10,"PE20",738144,37,399.462,217,3,1989.225
"562",2017-10-01,2017,10,"PE22",342603,1,36.593,17,0,167.125
"563",2017-10-01,2017,10,"PE24",87342,30,31.044,15,0,153.075
"564",2017-10-01,2017,10,"PE25",235480,18,48.989,24,0,241.2
"565",2017-11-01,2017,11,"PE16",446868,137,29.864,16,0,151.05
"566",2017-11-01,2017,11,"PE17",61776,30,9.232,5,0,42.05
"567",2017-11-01,2017,11,"PE20",738144,40,386.386,179,1,1963
"568",2017-11-01,2017,11,"PE22",342603,2,49.095,23,0,259
"569",2017-11-01,2017,11,"PE24",87342,22,25.484,13,0,113
"570",2017-11-01,2017,11,"PE25",235480,20,103.352,51,0,527.15
"571",2017-12-01,2017,12,"PE16",446868,88,47.518,28,0,207.05
"572",2017-12-01,2017,12,"PE17",61776,39,7.019,4,0,31.025
"573",2017-12-01,2017,12,"PE20",738144,42,422.841,190.5,2.975,1900.25
"574",2017-12-01,2017,12,"PE22",342603,1,62.176,28.5,0,321.025
"575",2017-12-01,2017,12,"PE24",87342,0,23.396,11,0,107.025
"576",2017-12-01,2017,12,"PE25",235480,54,139.792,72,1,677.025
"577",2018-01-01,2018,1,"PE16",446868,51,130.603,66,0,581.05
"578",2018-01-01,2018,1,"PE17",61776,85,11.57,6,0,51.05
"579",2018-01-01,2018,1,"PE20",738144,15,47.891,22,0,279.1
"580",2018-01-01,2018,1,"PE22",342603,1,61.984,25,0,336
"581",2018-01-01,2018,1,"PE24",87342,1,1.623,1,0,9
"582",2018-01-01,2018,1,"PE25",235480,35,49.534,24,0,234.025
"583",2018-02-01,2018,2,"PE16",446868,78,104.829,55.5,0,459.225
"584",2018-02-01,2018,2,"PE17",61776,60,9.704,6,0,42
"585",2018-02-01,2018,2,"PE20",738144,28,88.118,43,0,446.35
"586",2018-02-01,2018,2,"PE22",342603,2,54.88,24,0,272
"587",2018-02-01,2018,2,"PE24",87342,8,1.67,1,0,10
"588",2018-02-01,2018,2,"PE25",235480,25,31.901,16,0,149.075
"589",2018-03-01,2018,3,"PE16",446868,72,82.859,47,0,385.075
"590",2018-03-01,2018,3,"PE17",61776,65,9.283,5,0,42
"591",2018-03-01,2018,3,"PE20",738144,33,201.785,88,1,1210.525
"592",2018-03-01,2018,3,"PE22",342603,4,48.245,20,0,279.05
"593",2018-03-01,2018,3,"PE24",87342,0,4.738,2,0,26
"594",2018-03-01,2018,3,"PE25",235480,4,23.164,12,0,106.025
"595",2018-04-01,2018,4,"PE16",446868,75,60.706,31,0,297.05
"596",2018-04-01,2018,4,"PE17",61776,36,10.942,6,0,50.025
"597",2018-04-01,2018,4,"PE20",738144,73,343.751,137,1,2079.275
"598",2018-04-01,2018,4,"PE22",342603,5,31.613,13.5,0,182.125
"599",2018-04-01,2018,4,"PE24",87342,0,6.838,3.5,0,32
"600",2018-04-01,2018,4,"PE25",235480,5,14.484,6,0,78.0749999999999
"601",2018-05-01,2018,5,"PE16",446868,76,37.957,20,0,187.05
"602",2018-05-01,2018,5,"PE17",61776,11,8.511,5,0,40.025
"603",2018-05-01,2018,5,"PE20",738144,30,308.295,142,2,1531.85
"604",2018-05-01,2018,5,"PE22",342603,5,26.721,12,0,143.1
"605",2018-05-01,2018,5,"PE24",87342,0,7.974,4,0,36.025
"606",2018-05-01,2018,5,"PE25",235480,4,10.862,6,0,50.025
"607",2018-06-01,2018,6,"PE16",446868,58,26.905,15,0,127.05
"608",2018-06-01,2018,6,"PE17",61776,6,6.867,4,0,31.025
"609",2018-06-01,2018,6,"PE20",738144,15,208.622,92.5,0.975000000000001,1159.75
"610",2018-06-01,2018,6,"PE22",342603,0,28.92,13,0,159.175
"611",2018-06-01,2018,6,"PE24",87342,3,8.069,4,0,40.025
"612",2018-06-01,2018,6,"PE25",235480,5,8.436,4,0,44.025
"613",2018-07-01,2018,7,"PE16",446868,20,22.362,12,0,111
"614",2018-07-01,2018,7,"PE17",61776,5,4.611,2,0,24
"615",2018-07-01,2018,7,"PE20",738144,3,124.504,51,0,705.4
"616",2018-07-01,2018,7,"PE22",342603,3,27.664,12,0,142.025
"617",2018-07-01,2018,7,"PE24",87342,1,5.253,3,0,28.025
"618",2018-07-01,2018,7,"PE25",235480,5,8.248,4,0,45
"619",2018-08-01,2018,8,"PE16",446868,12,19.834,12,0,91
"620",2018-08-01,2018,8,"PE17",61776,4,3.416,2,0,18
"621",2018-08-01,2018,8,"PE20",738144,3,72.613,31,0,430.2
"622",2018-08-01,2018,8,"PE22",342603,1,27.701,11,0,153.025
"623",2018-08-01,2018,8,"PE24",87342,3,3.396,2,0,17
"624",2018-08-01,2018,8,"PE25",235480,2,8.411,4,0,43.05
"625",2018-09-01,2018,9,"PE16",446868,44,22.18,13,0,97
"626",2018-09-01,2018,9,"PE17",61776,8,4.303,2,0,21.025
"627",2018-09-01,2018,9,"PE20",738144,2,40.117,19,0,215
"628",2018-09-01,2018,9,"PE22",342603,0,26.5,11,0,153.075
"629",2018-09-01,2018,9,"PE24",87342,3,2.415,1,0,11.025
"630",2018-09-01,2018,9,"PE25",235480,5,12.493,6,0,63
"631",2018-10-01,2018,10,"PE16",446868,43,32.57,16.5,0,156
"632",2018-10-01,2018,10,"PE17",61776,10,8.704,5,0,40.025
"633",2018-10-01,2018,10,"PE20",738144,5,36.741,17,0,187.125
"634",2018-10-01,2018,10,"PE22",342603,1,26.905,12,0,139
"635",2018-10-01,2018,10,"PE24",87342,1,1.828,1,0,10
"636",2018-10-01,2018,10,"PE25",235480,4,26.157,13,0,141.05
"637",2018-11-01,2018,11,"PE16",446868,89,64.362,37.5,0,271.275
"638",2018-11-01,2018,11,"PE17",61776,12,18.521,11,0,77.0749999999999
"639",2018-11-01,2018,11,"PE20",738144,2,30.099,14,0,164.05
"640",2018-11-01,2018,11,"PE22",342603,1,39.465,18,0,191.15
"641",2018-11-01,2018,11,"PE24",87342,0,1.598,1,0,9
"642",2018-11-01,2018,11,"PE25",235480,0,52.746,25,0,261.025
"643",2018-12-01,2018,12,"PE16",446868,129,83.114,47,0,407
"644",2018-12-01,2018,12,"PE17",61776,27,14.479,9,0,62.025
"645",2018-12-01,2018,12,"PE20",738144,4,30.83,14,0,149.025
"646",2018-12-01,2018,12,"PE22",342603,1,48.569,22,0,245.225
"647",2018-12-01,2018,12,"PE24",87342,0,1.314,0,0,7
"648",2018-12-01,2018,12,"PE25",235480,0,73.559,35,0,358.05
"649",2019-01-01,2019,1,"PE16",446868,208,133.772,75,0,637.125
"650",2019-01-01,2019,1,"PE17",61776,36,136.795,74,1,661.075
"651",2019-01-01,2019,1,"PE20",738144,0,20.456,10,0,105.025
"652",2019-01-01,2019,1,"PE22",342603,6,251.833,128.5,2,1409.275
"653",2019-01-01,2019,1,"PE24",87342,0,9.603,5,0,42.05
"654",2019-01-01,2019,1,"PE25",235480,1,36.086,17,0,179.3
"655",2019-02-01,2019,2,"PE16",446868,85,107.896,58,0,509
"656",2019-02-01,2019,2,"PE17",61776,51,100.885,60,1,457.05
"657",2019-02-01,2019,2,"PE20",738144,2,39.156,17.5,0,201.125
"658",2019-02-01,2019,2,"PE22",342603,19,255.768,122.5,1,1253.05
"659",2019-02-01,2019,2,"PE24",87342,0,14.78,8,0,71.025
"660",2019-02-01,2019,2,"PE25",235480,2,22.236,11,0,105
"661",2019-03-01,2019,3,"PE16",446868,113,92.748,51,0,440.025
"662",2019-03-01,2019,3,"PE17",61776,59,95.62,56,1,430.525
"663",2019-03-01,2019,3,"PE20",738144,5,80.562,37,0,413.1
"664",2019-03-01,2019,3,"PE22",342603,21,215.467,107,1,1139.025
"665",2019-03-01,2019,3,"PE24",87342,5,22.285,11,0,109.1
"666",2019-03-01,2019,3,"PE25",235480,4,13.081,6,0,63.025
"667",2019-04-01,2019,4,"PE16",446868,107,60.634,32,0,308.25
"668",2019-04-01,2019,4,"PE17",61776,80,90.895,52,0,401.05
"669",2019-04-01,2019,4,"PE20",738144,2,144.968,65,0,795.175
"670",2019-04-01,2019,4,"PE22",342603,12,178.745,79,1,929.15
"671",2019-04-01,2019,4,"PE24",87342,5,30.996,15,0,153.05
"672",2019-04-01,2019,4,"PE25",235480,1,9.052,4,0,48.025
"673",2019-05-01,2019,5,"PE16",446868,32,44.9,26,0,220.05
"674",2019-05-01,2019,5,"PE17",61776,81,69.373,38,0,307.05
"675",2019-05-01,2019,5,"PE20",738144,3,141.245,59,0,726.2
"676",2019-05-01,2019,5,"PE22",342603,31,146.8,65,0.975000000000001,764.325
"677",2019-05-01,2019,5,"PE24",87342,28,37.632,19,0,177.05
"678",2019-05-01,2019,5,"PE25",235480,0,7.189,4,0,34.025
"679",2019-06-01,2019,6,"PE16",446868,34,31.799,16.5,0,141.05
"680",2019-06-01,2019,6,"PE17",61776,60,49.396,28,0,205.1
"681",2019-06-01,2019,6,"PE20",738144,4,84.303,37,0,446.475
"682",2019-06-01,2019,6,"PE22",342603,29,118.174,57,0,584.15
"683",2019-06-01,2019,6,"PE24",87342,47,34.94,20,0,151.05
"684",2019-06-01,2019,6,"PE25",235480,2,5.769,3,0,31.025
"685",2019-07-01,2019,7,"PE16",446868,11,25.741,14,0,130.075
"686",2019-07-01,2019,7,"PE17",61776,46,35.02,19,0,158.125
"687",2019-07-01,2019,7,"PE20",738144,3,51.127,22,0,296
"688",2019-07-01,2019,7,"PE22",342603,26,125.374,57.5,0,625
"689",2019-07-01,2019,7,"PE24",87342,23,24.475,13,0,123
"690",2019-07-01,2019,7,"PE25",235480,0,5.648,3,0,27.025
"691",2019-08-01,2019,8,"PE16",446868,31,20.708,11,0,89
"692",2019-08-01,2019,8,"PE17",61776,65,23.009,13,0,107.05
"693",2019-08-01,2019,8,"PE20",738144,0,30.265,13,0,153.075
"694",2019-08-01,2019,8,"PE22",342603,40,121.399,58,1,587
"695",2019-08-01,2019,8,"PE24",87342,35,14.88,8,0,72
"696",2019-08-01,2019,8,"PE25",235480,0,5.617,2,0,29.05
"697",2019-09-01,2019,9,"PE16",446868,6,28.474,14,0,137.05
"698",2019-09-01,2019,9,"PE17",61776,86,27.797,16,0,125.075
"699",2019-09-01,2019,9,"PE20",738144,1,19.083,8,0,102.075
"700",2019-09-01,2019,9,"PE22",342603,24,98.905,52,0,479.25
"701",2019-09-01,2019,9,"PE24",87342,20,11.253,7,0,49.05
"702",2019-09-01,2019,9,"PE25",235480,0,8.263,4,0,41
"703",2019-10-01,2019,10,"PE16",446868,37,35.04,20,0,163.025
"704",2019-10-01,2019,10,"PE17",61776,256,49.916,29.5,0,217.075
"705",2019-10-01,2019,10,"PE20",738144,1,15.259,6,0,83.0749999999999
"706",2019-10-01,2019,10,"PE22",342603,44,119.008,50,0,650.15
"707",2019-10-01,2019,10,"PE24",87342,13,7.907,4,0,35.025
"708",2019-10-01,2019,10,"PE25",235480,7,12.758,7,0,61.1249999999999
"709",2019-11-01,2019,11,"PE16",446868,125,67.244,40,0,306.075
"710",2019-11-01,2019,11,"PE17",61776,1278,75.901,41.5,0,340
"711",2019-11-01,2019,11,"PE20",738144,1,13.882,6,0,75
"712",2019-11-01,2019,11,"PE22",342603,190,122.303,64,0,592.075
"713",2019-11-01,2019,11,"PE24",87342,12,6.486,3,0,30
"714",2019-11-01,2019,11,"PE25",235480,19,25.192,12,0,121.05
"715",2019-12-01,2019,12,"PE16",446868,310,72.004,40,0,311.075
"716",2019-12-01,2019,12,"PE17",61776,763,75.08,42,0,343.225
"717",2019-12-01,2019,12,"PE20",738144,2,11.944,5,0,68
"718",2019-12-01,2019,12,"PE22",342603,284,137.403,64,1,642.049999999999
"719",2019-12-01,2019,12,"PE24",87342,17,4.252,2,0,21
"720",2019-12-01,2019,12,"PE25",235480,49,28.727,12,0,148.175
